Platform,Model,Manufacturer,ModelName
Android,GW620,LGE,Eve
Android,GWAT10_1,Gateway,GWAT10_1 
Android,GWAT8_1,Gateway,GWAT8_1
Android,GX-CJ680CL,CJHelloVision,CJ680CL
Android,GX-JJ680CM,KCTV,CJ680CM
Android,GX01C,Panasonic,GX880C
Android,GX2,GSmart,GX2
Android,GX290,Gigaset,GX290
Android,GX600C,Panasonic,GX600C
Android,GX655,Panasonic,GX655
Android,GX700C,Panasonic,GX700C
Android,GZ01C,Panasonic,GZ1000
Android,H-27,Opticon,H-27
Android,H1,HOMTOM,H1
Android,H10,NETGREEN,H10
Android,H1003_LTE_PRO,AllView,"Viva H1003 LTE PRO"
Android,H1003_LTE_PRO1,AllView,"Viva H1003 LTE PRO/1"
Android,H1003_LTE_PRO3,AllView,"Viva H1003 LTE PRO3"
Android,H1004_LTE,AllView,"Viva H1004 LTE"
Android,H1010,Proline,"base10.3g silver"
Android,H10885M,Proline,H10885M
Android,H10888M,Proline,H10888M
Android,H10Pro,Winnovo,H10Pro_eea
Android,H10_EEA,Winnovo,H10
Android,H10_ONE,"HDC S.A.",H10_ONE
Android,H10_US,Winnovo,H10_US
Android,H11-EEA,LNMBBS,H11-EEA
Android,H110,DEXP,H110
Android,H1611,Huawei,"Copper Plus"
Android,H1621,Huawei,GR5W
Android,H1622,Huawei,Kiwi-2
Android,H1623,Huawei,ascend-5w
Android,H170,DEXP,H170
Android,H1711,Huawei,"Ascend XT2™"
Android,H1711z,Huawei,Elate™
Android,H1A1000,RED,HydrogenONE
Android,H1s,Singtech,H1s
Android,H2,Singtech,H2
Android,H20,Vastking,H20
Android,H210,DEXP,H210
Android,H220,"Cherry Mobile",H220
Android,H270,DEXP,H270
Android,H3,HOMTOM,H3
Android,H30-C00,Huawei,H30-C00
Android,H30-L02,Huawei,H30-L02
Android,H30-T00,Huawei,H30-T00
Android,H30-T10,Huawei,Honor3
Android,H30-U10,Huawei,Honor3
Android,H300,Symphony,H300
Android,h31,Opticon,H-31
Android,H310,DEXP,H310
Android,H3113,Sony,"Xperia XA2"
Android,H3123,Sony,"Xperia XA2"
Android,H3133,Sony,"Xperia XA2"
Android,H3213,Sony,"Xperia XA2 Ultra"
Android,H3223,Sony,"Xperia XA2 Ultra"
Android,h33,Opticon,H-33
Android,H3311,Sony,"Xperia L2"
Android,H3321,Sony,"Xperia L2"
Android,H3413,Sony,"Xperia XA2 Plus"
Android,H370,DEXP,H370
Android,H400,Symphony,H400
Android,H410,DEXP,H410
Android,H4113,Sony,"Xperia XA2"
Android,H4133,Sony,"Xperia XA2"
Android,H4213,Sony,"Xperia XA2 Ultra"
Android,H4233,Sony,"Xperia XA2 Ultra"
Android,H4311,Sony,"Xperia L2"
Android,H4331,Sony,"Xperia L2"
Android,H4413,Sony,"Xperia XA2 Plus"
Android,H4493,Sony,"Xperia XA2 Plus"
Android,H450R,ANS,Trailblazer
Android,H460,JabrBox,H460
Android,H5,HOMTOM,H5
Android,H51,Singtech,"SAPPHIRE H51"
Android,H58,Symphony,H58
Android,H5_DLIVE,HumaxDigital,H5_DLIVE
Android,H60-L01,Huawei,H60
Android,H60-L02,Huawei,H60-L02
Android,H60-L03,Huawei,H60-L03
Android,H60-L04,Huawei,H60-L04
Android,H60-L11,Huawei,H60-L11
Android,H60-L12,Huawei,H60-L12
Android,H60-L21,Huawei,H60-L21
Android,H620SEU,Energizer,"Hardcase H620S"
Android,H632B,Selvas,H632B
Android,H7,Hisense,Vidaa
Android,H702,Kaicom,H702
Android,H70_G,D-Tech,H70_G
Android,H710VL,Huawei,"Sensa LTE"
Android,H715BL,Huawei,"Sensa LTE"
Android,H7835M,Proline,H7835M
Android,H7885M,Proline,H7885M
Android,H7S,Tecno,H7S
Android,H7_EEA,Winnovo,H7
Android,H7_ONE,"HDC S.A.",H7_ONE
Android,H7_US,Winnovo,H7_US
Android,H8116,Sony,"Xperia XZ2 Premium"
Android,H8166,Sony,"Xperia XZ2 Premium"
Android,H8216,Sony,"Xperia XZ2"
Android,H8266,Sony,"Xperia XZ2"
Android,H8276,Sony,"Xperia XZ2"
Android,H8296,Sony,"Xperia XZ2"
Android,H8314,Sony,"Xperia XZ2 Compact"
Android,H8324,Sony,"Xperia XZ2 Compact"
Android,H8416,Sony,"Xperia XZ3"
Android,H8502,halotel,H8502
Android,H882L,Huawei,H882L
Android,H8_EEA,Winnovo,H8
Android,H8_Life,AllView,"Viva H8 Life"
Android,H8_US,Winnovo,H8_US
Android,H940,"Cherry Mobile",One
Android,H9436,Sony,"Xperia XZ3"
Android,H9493,Sony,"Xperia XZ3"
Android,Hackers_Tab,Hackers,Tab
Android,"HAFURY MIX",Hafury,MIX
Android,"HAFURY UMAX",Hafury,UMAX
Android,"Haier 2K Android TV",Haier,LATAM
Android,"Haier 4K Android TV",Haier,"Latin America"
Android,"Haier A42P",Haier,A42P
Android,"Haier T50",Haier,T50
Android,"Haier T52P",Haier,T52P
Android,"Haier T54P",Haier,T54P
Android,haierATV,Haier,APAC
Android,haierATVhongik,Haier,"Mexico,Central America, Korea"
Android,haierATVnippori,Haier,APAC
Android,haierATVuguisudani,Haier,"North America"
Android,Haier_AL40,Haier,AL40
Android,Haier_i50,Haier,i50
Android,"Haitech Android TV",Haier,APAC
Android,"Haitech Android TV 2K",Haier,PA
Android,"HAKO mini",HAKO,mini
Android,Halo,XGIMI,Halo
Android,"Halo 4 LTE",Innjoo,"Halo 4 LTE"
Android,"Halo 5 3G",Innjoo,"Halo 5 3 G"
Android,"Halo2 3G",Innjoo,"Halo2 3G"
Android,"Halo2 LTE",Innjoo,"Halo2 LTE"
Android,Halo3,Airpha,Halo3_Pro
Android,Halo3_Pro,Airpha,Halo3_Pro
Android,Halo4,Airpha,Halo4
Android,"Halo4 Pro",Airpha,"Halo4 Pro"
Android,Halona,Mobiwire,H
Android,Halo_4_mini_LTE,Innjoo,"Halo4 mini LTE"
Android,Hamlet_XZPAD412W,Hamlet,_XZPAD412W
Android,"Hammer Active","MyPhone (PL)",Hammer_Active
Android,"Hammer AXE Pro","MyPhone (PL)","Hammer AXE PRO"
Android,"Hammer Energy","MyPhone (PL)","myPhone Hammer Energy"
Android,"Hammer Energy 3G","MyPhone (PL)",Hammer_Energy_3G
Android,"Hammer Iron 2","MyPhone (PL)",Hammer_Iron_2
Android,"Hammer Titan 2","MyPhone (PL)","Hammer Titan 2"
Android,Hammer_Active2,Myphone,Hammer_Active2
Android,Hammer_Active2_LTE,Myphone,"Hammer Active 2 LTE"
Android,HAMMER_AXE_M_LTE,Myphone,"Hammer AXE M LTE"
Android,Hammer_Blade2_PRO,"MyPhone (PL)","Hammer Blade 2 Pro"
Android,Hammer_Blade_3,Myphone,"Hammer Blade 3"
Android,HAMMER_ENERGY,"MyPhone (PL)","myPhone HAMMER ENERGY"
Android,Hammer_Energy_18x9,Myphone,"Hammer Energy 18x9"
Android,Hammer_Energy_2,Myphone,"Hammer Energy 2"
Android,Hammer_Explorer,"MyPhone (PL)",Hammer_Explorer
Android,Hammer_Explorer_Pro,Myphone,"Hammer Explorer Pro"
Android,Hammer_IRON_3,Myphone,"Hammer IRON 3"
Android,Hammer_IRON_3_LTE,"MyPhone (PL)","Hammer IRON 3 LTE"
Android,Hannspad,HannSpree,Hannspad
Android,HannspadPro,HannSpree,HannspadPro
Android,"Hansung 4K Android TV",MTC,Hansung
Android,HappyKids,Everpad,HappyKids
Android,HARDCASEH500S,Energizer,HARDCASEH500S
Android,HARDCASEH550S,Energizer,H550S
Android,"Harrier from EE",BenQ,Harrier
Android,"Harrier Mini from EE",BenQ,"Harrier Mini"
Android,"Harrier Tab from EE",BenQ,"Harrier Tab"
Android,"Harris 12131-1000",Harris,12131-1000
Android,HARRY,Wiko,HARRY
Android,Hashtag,"AG Mobile",HASHTAG
Android,HAT4KDTV,Akino,laoshan-Akino
Android,hatch,Google,"Intel Comet Lake U Chromebook"
Android,Hatch_101S,Hatch,101S
Android,Hatch_102S,SUPERSONIC,SC-9810
Android,HaTV,Tinp,HaTV
Android,"HAUS JS408",Haus,JS408
Android,Hawk_from_EE,Mobiwire,"Hawk from EE"
Android,HB_X7,HexaByte,HB_X7
Android,HCA-6010,Homeplustv,"Homeplus_ATV HCA-6010"
Android,HCE600,CHCNAV,HCE600
Android,HCH03,True,HCH03
Android,HCTT1,Sharp,HC-16TT1
Android,"HD Plus",QMobile,"HD Plus"
Android,"HD PSEB v2",Panasonic,"HDPSEB v2"
Android,"HD PSEB v3",Panasonic,"HDPSEB v3"
Android,"HD PSEB v4",Panasonic,"HDPSEB v4"
Android,HD1905,OnePlus,7T
Android,HD1907,OnePlus,7T
Android,HD1913,OnePlus,"7T Pro"
Android,HD1925,OnePlus,"7T Pro 5G"
Android,HDL-AL09,Huawei,"荣耀Waterplay 8英寸"
Android,HDL-W09,Huawei,"荣耀Waterplay 8英寸"
Android,HDN-L09,Huawei,"MediaPad M3 Lite 10 wp"
Android,HDN-W09,Huawei,"MediaPad M3 Lite 10 wp"
Android,HDT-7427GU,HYUNDAI_MAESTRO,HDT-7427GU
Android,HDT-7433H,Hyundai,HDT-7433H
Android,HDT-7433X,HYUNDAI_MAESTRO,HDT-7433X
Android,HDT-9421G,HYUNDAI_MAESTRO,HDT-9421G
Android,HDT-9421GU,HYUNDAI_MAESTRO,HDT-9421GU
Android,HDT-9433X,HYUNDAI_MAESTRO,HDT-9433X
Android,HDT-A421GU,HYUNDAI_MAESTRO,HDT-A421GU
Android,HDT-A435G4,HYUNDAI_MAESTRO,HDT-A435G4
Android,HDT_1064GS,HYUNDAI_MAESTRO,HDT_1064GS
Android,HDT_7427G,HYUNDAI_MAESTRO,HDT_7427G
Android,HDT_7427G_PLUS,HYUNDAI_MAESTRO,HDT_7427G_PLUS
Android,HDT_7433H_PLUS,HYUNDAI_MAESTRO,HDT_7433H_PLUS
Android,HE2704,MauritiusTelcom,HE2704
Android,"HEAVEN 10.1","SPC Universe",heaven_10_1
Android,"HEC Android TV",Haier,EU
Android,"HEC Android TV 2K",Haier,EU
Android,"Helio S5",Helio,S5
Android,"Helio S60",Symphony,"Helio S60"
Android,HELIOS,Huskee,HELIOS
Android,"Helios X1",ZTE,"Helios X1"
Android,HELIOS_Plus,Huskee,HELIOS_Plus
Android,Hera51,Cipherlab,Hera51
Android,Hermes,QUBO,Hermes
Android,Hero,Evertek,Hero
Android,"Hero 11",Camfone,"Hero 11"
Android,"Hero 12",Camfone,"Hero 12"
Android,"HERO 4ALL",Hero,4ALL
Android,"hero A1",Smart,"hero A1"
Android,"HERO B1",Hero,B1
Android,"Hero SE3 Max",Camfone,"Hero SE3 Max"
Android,"Hero SX",Camfone,Hero_SX
Android,"Hero X",Camfone,"Hero X"
Android,HERO10RK,Thomson,HERO10RK
Android,HERO200,HTC,Hero
Android,Hero_13,Camfone,Hero_13
Android,HERO_DS,Mobicell,HERO_DS
Android,Hero_H5+,Camfone,Hero_H5+
Android,Hero_H7_Plus,Camfone,"Hero H7 Plus"
Android,Hero_H9,Camfone,"Hero H9"
Android,Hero_SE2,Camfone,"Hero SE2"
Android,Hero_SE3,Camfone,Hero_SE3
Android,HERO_X,Mobicell,"HERO X"
Android,Hero_XR_Plus,Camfone,Hero_XR_Plus
Android,HEYOU10,"TCT (Alcatel)","Alcatel 1"
Android,HEYOU3,"TCT (Alcatel)","Alcatel 1X"
Android,HEYOU40,"TCT (Alcatel)","Alcatel 1V"
Android,HEYOU5,"TCT (Alcatel)","Alcatel 3L"
Android,HEYOU50,"TCT (Alcatel)","Alcatel 3L"
Android,HEYOU60,"TCT (Alcatel)","Alcatel 3L"
Android,HF450,Bluebird,HF450
Android,HF550,Bluebird,HF550
Android,HF550_RU,Bluebird,HF550
Android,HG-9041,Haier,HG-9041
Android,HG680_FJ,IndiHome,HG680_FJ
Android,HH25,"Unnion Technologies",HH25
Android,HHT7AX_HK1,sf-express,HHT7AX_HK1
Android,HHT7AX_TW1,sf-express,HHT7AX_TW1
Android,HHT7A_HK1,sf-express,HHT7A_HK1
Android,HHT7A_TW1,sf-express,HHT7A_TW1
Android,Hi9,Chuwi,Hi9
Android,Hi9Air,Chuwi,
Android,Hi9Pro,Chuwi,Hi9Pro
Android,"Hidra Plus",Zuum,"Hidra Plus"
Android,HIGHWAY,Wiko,HIGHWAY
Android,"HIGHWAY 4G",Wiko,"HIGHWAY 4G"
Android,"HIGHWAY PURE",Wiko,"HIGHWAY PURE"
Android,"HIGHWAY SIGNS",Wiko,"HIGHWAY SIGNS"
Android,"HIGHWAY STAR",Wiko,"HIGHWAY STAR"
Android,HIHI-40KH-TAB-01,Hihi,-40KH-TAB-01
Android,HIHI-41KH-TAB-1,Hihi,-41KH-TAB-1
Android,HIHI-41KH-TAB-1-EEA,Hihi,-41KH-TAB-1-EEA
Android,HIKING_A18,Hiking,_A18
Android,"Hind 5.1",Clout,"Hind 5.1"
Android,"HiPad Plus",Chuwi,HiPadPlus_EEA
Android,"HiPad X",Chuwi,HipadX
Android,"Hisense A2",Hisense,A2
Android,"Hisense A2M",Hisense,A2M
Android,"Hisense A2T",Hisense,A2T
Android,"Hisense C1",Hisense,C1
Android,"Hisense C1M",Hisense,C1M
Android,"Hisense C1T",Hisense,C1T
Android,"Hisense C20",Hisense,C20F
Android,"Hisense C20S",Hisense,C20S
Android,"Hisense C30",Hisense,C30
Android,"Hisense C30 Lite",Hisense,"C30 Lite"
Android,"Hisense C30_02",Hisense,C30
Android,"Hisense D1-M",Hisense,D1-M
Android,"Hisense D5",Hisense,D5
Android,"Hisense E MAX",Hisense,"E MAX"
Android,"Hisense E100T",Hisense,E100T
Android,"Hisense E20",Hisense,E20
Android,"Hisense E20T",Hisense,E20T
Android,"Hisense E260U",Hisense,E260U
Android,"Hisense E30",Hisense,E30
Android,"Hisense E31 Lite",Hisense,"E31 Lite"
Android,"Hisense E360M",Hisense,E360M
Android,"Hisense E40",Hisense,E40
Android,"Hisense E40 Lite",Hisense,F19
Android,"Hisense E50",Hisense,E50
Android,"Hisense E50 128G",Hisense,E50
Android,"Hisense E50 Lite",Hisense,"E50 Lite"
Android,"Hisense E50-T",Hisense,E50-T
Android,"Hisense E51",Hisense,E51-F
Android,"Hisense E51-M",Hisense,E51-M
Android,"Hisense E602M",Hisense,E620M
Android,"Hisense E602T",Hisense,E602T
Android,"Hisense E613M",Hisense,E613M
Android,"Hisense E621T",Hisense,E621T
Android,"Hisense E622M",Hisense,E622M
Android,"Hisense E625T",Hisense,E625T
Android,"Hisense E7 Pro",Hisense,"E7  Pro"
Android,"Hisense E70-T",Hisense,E70-T
Android,"Hisense E71-M",Hisense,E71-M
Android,"Hisense E71-T",Hisense,E71-T
Android,"Hisense E75M",Hisense,E75M
Android,"Hisense E75T",Hisense,E75T
Android,"Hisense E76",Hisense,E76
Android,"Hisense E76mini",Hisense,e76mini
Android,"Hisense E76MINIM",Hisense,E76MINIM
Android,"Hisense E77",Hisense,E77
Android,"Hisense E77M",Hisense,E77M
Android,"Hisense E77MINI",Hisense,E77MINI
Android,"Hisense E9",Hisense,E9
Android,"Hisense F10",Hisense,F10
Android,"Hisense F102",Hisense,F102
Android,"Hisense F15",Hisense,F15
Android,"Hisense F16",Hisense,F16
Android,"Hisense F17",Hisense,F17
Android,"Hisense F17 Pro",Hisense,"E7  Pro"
Android,"Hisense F18",Hisense,F18
Android,"Hisense F19",Hisense,F19
Android,"Hisense F20",Hisense,F20
Android,"Hisense F20T",Hisense,F20T
Android,"Hisense F21T",Hisense,F21T
Android,"Hisense F22",Hisense,F22
Android,"Hisense F22M",Hisense,F22M
Android,"Hisense F23",Hisense,F23
Android,"Hisense F23 PLUS",Hisense,"F23  PLUS"
Android,"Hisense F23M",Hisense,F23M
Android,"Hisense F24",Hisense,F24
Android,"Hisense F27",Hisense,F27
Android,"Hisense F28",Hisense,F35
Android,"Hisense F30",Hisense,F30
Android,"Hisense F31",Hisense,F31
Android,"Hisense F31M",Hisense,F31M
Android,"Hisense F32",Hisense,F32
Android,"Hisense F35",Hisense,F35
Android,"Hisense F8 MINI",Hisense,"F8 MINI"
Android,"Hisense G610M",Hisense,G610M
Android,"Hisense H12",Hisense,"Infinity  H12"
Android,"Hisense H30",Hisense,H30
Android,"Hisense H40",Hisense,H40
Android,"Hisense H40 Lite",Hisense,"H40 Lite"
Android,"Hisense H50",Hisense,"Infinity H50"
Android,"Hisense H50 Lite",Hisense,U50
Android,"Hisense H910",Hisense,H910
Android,"Hisense Hi 1 PRO",Hisense,U965
Android,"Hisense Hi 2",Hisense,"Hi  2"
Android,"Hisense Hi 3",Hisense,F102
Android,"Hisense I300T",Hisense,I300T
Android,"Hisense I630U",Hisense,I630U
Android,"Hisense I631M",Hisense,I631M
Android,"Hisense I632M",Hisense,I632M
Android,"Hisense I632T",Hisense,I632T
Android,"Hisense I635T",Hisense,I635T
Android,"Hisense I639M",Hisense,I639M
Android,"Hisense I639T",Hisense,I639T
Android,"Hisense Infinity E30",Hisense,E30
Android,"Hisense Infinity E30 Lite",Hisense,"Infinity E30 Lite"
Android,"Hisense Infinity E6",Hisense,F16
Android,"Hisense Infinity E7",Hisense,F17
Android,"Hisense Infinity F17",Hisense,"Infinity  F17"
Android,"Hisense Infinity H11",Hisense,"HLTE300E_ 02"
Android,"Hisense Infinity H12",Hisense,"Infinity  H12"
Android,"Hisense Infinity H12 Pro",Hisense,"Infinity H12 Pro"
Android,"Hisense Infinity H30",Hisense,H30
Android,"Hisense Infinity H40",Hisense,H40
Android,"Hisense Infinity H40 Lite",Hisense,HLTE230E
Android,"Hisense Infinity H40 Rock",Hisense,Mexico
Android,"Hisense Infinity H50",Hisense,"Infinity H50"
Android,"Hisense Infinity H50 Lite",Hisense,"Infinity H50 Lite"
Android,"Hisense Infinity H50 ZOOM",Hisense,"Infinity H50 ZOOM"
Android,"Hisense K1",Hisense,K1
Android,"Hisense L671",Hisense,L671
Android,"Hisense L675",Hisense,L675
Android,"Hisense L675 PRO",Hisense,F10
Android,"Hisense L676",Hisense,L676BE-1
Android,"Hisense L678",Hisense,L678
Android,"Hisense L682",Hisense,L682
Android,"Hisense L695",Hisense,L695W
Android,"Hisense L830",Hisense,l830
Android,"Hisense LED55K360X3D",Hisense,LED55K360X3D
Android,"Hisense M10-M",Hisense,M10-M
Android,"Hisense M20-M",Hisense,M20-M
Android,"Hisense M20-T",Hisense,"M20- T"
Android,"Hisense M30",Hisense,M30
Android,"Hisense M30M",Hisense,M30M
Android,"Hisense M30T",Hisense,M30T
Android,"Hisense M36",Hisense,M36
Android,"Hisense P1",Hisense,P1
Android,"Hisense PX3000",Hisense,PX3000
Android,"Hisense Rocks 6",Hisense,Mexico
Android,"Hisense SoundTab MA-317",Hisense,"SoundTab MA-317"
Android,"Hisense SoundTab MA-327",Hisense,"SoundTab MA-327"
Android,"Hisense T17",Hisense,T17
Android,"Hisense T203",Hisense,F23
Android,"Hisense T5",Hisense,T5
Android,"Hisense T5 Pro",Hisense,"T5 Pro"
Android,"Hisense T963",Hisense,T963
Android,"Hisense T965",Hisense,T965
Android,"Hisense U3 2021",Hisense,"U3 2021"
Android,"Hisense U30",Hisense,U605
Android,"Hisense U40",Hisense,U40
Android,"Hisense U40 Lite",Hisense,U964
Android,"Hisense U50",Hisense,U605
Android,"Hisense U50 lite",Hisense,U964
Android,"Hisense U601S",Hisense,U601S
Android,"Hisense U605",Hisense,U605
Android,"Hisense U606",Hisense,U605
Android,"Hisense U963",Hisense,U963
Android,"Hisense U964",Hisense,U964
Android,"Hisense U965",Hisense,U965
Android,"Hisense U989",Hisense,U989
Android,"Hisense U989 Pro",Hisense,"U989 Pro"
Android,"Hisense V40",Hisense,E40
Android,"Hisense V50",Hisense,V50
Android,hisense_gx1200v,Hisense,TV
Android,"HiSmart 2K ATV4",Hisense,H5500F
Android,"HiSmart 4K A4FFM",Hisense,laohushan
Android,"HiSmart 4K ATV4",Hisense,xinhaoshan
Android,"HiSmart TV",Hisense,fushan_2
Android,"HiSmartTV A4",G-Guard,xiaoyushan_emG
Android,Hit,Explay,Hit
Android,"Hit P10",Philco,"Hit P10"
Android,"Hit P12",Philco,"Hit P12"
Android,"Hit P6",Philco,"Hit P6"
Android,"HIT Q401 3G HT4039PG",Digma,"HIT Q401 3G HT4039PG"
Android,"HIT Q500 3G HT5035PG",Digma,"HIT Q500 3G HT5035PG"
Android,Hit4G,Jinga,Hit4G
Android,"Hitachi 2K Android TV",Hitachi,
Android,"Hitachi 4K Android TV",Hitachi,
Android,HitachiTV,Hitachi,TV
Android,HiTV-M1,Huawei,"Honor Box Pro"
Android,HITV101C,Hisense,HITV101C
Android,HITV102C,Hisense,E22
Android,HITV103C,Hisense,E23
Android,HITV105C,Hisense,HITV105C
Android,HITV300C,Hisense,HITV300C
Android,HITV512C,Hisense,HITV512C
Android,"Hive V 3G",Plaisio,"Hive V 3G"
Android,HK-914581,"STF Mobile",HK-914581
Android,HK-MH501,Hiking,HK-MH501
Android,hk101,"Now E",
Android,HK7-3502,Dixon,HK7-3502
Android,HK9-4010,INSYS,HK9-4010_EEA
Android,HK9-K5023,INSYS,HK9-K5023
Android,"HKC 4K AI Smart TV",RCA,HKC
Android,HKU7A,Hisense,laoshan_HK
Android,HL106,I-Scream,edu
Android,HL4736,Advance,HL4736
Android,HL4936,Advance,HL4936
Android,HL5576,Advance,HL5576
Android,HL5585,Advance,HL5585
Android,HL5677,Advance,HL5677
Android,HL6077,Advance,HL6077
Android,HL6248,Advance,HL6248
Android,HL6256,Advance,HL6256
Android,HL6577,Advance,HL6577
Android,HL7257,Advance,HL7257
Android,HL9000,Advance,HL9000
Android,HLK-AL00,Huawei,荣耀9X
Android,HLTE100E_10,Hisense,U963
Android,HLTE100M,Hisense,HLTE100M
Android,HLTE103E,Hisense,E20
Android,"HLTE103E E20",Hisense,E20
Android,HLTE200M,Hisense,HLTE200M
Android,HLTE200T,Hisense,HLTE200T
Android,HLTE202N,Hisense,A5
Android,HLTE203T,Hisense,"A5 Pro"
Android,HLTE210M,Hisense,F28M
Android,HLTE210T,Hisense,HLTE210T
Android,HLTE212T,Hisense,HLTE212T
Android,HLTE213T,Hisense,HLTE213T
Android,HLTE220E,Hisense,E30
Android,HLTE221E.20,Hisense,F16
Android,HLTE223E,Hisense,F19
Android,HLTE223E.40,Hisense,F19
Android,HLTE229E,Hisense,HLTE229E
Android,HLTE230E,Hisense,"H40 Lite"
Android,HLTE230E_01,Hisense,"Infinity H40 Lite"
Android,HLTE300E,Hisense,"HLTE300E_ 02"
Android,HLTE300E_02,Hisense,"HLTE300E_ 02"
Android,HLTE300T,Hisense,HLTE300T
Android,HLTE310M,Hisense,HLTE310M
Android,HLTE310T,Hisense,HLTE310T
Android,HLTE311T,Hisense,HLTE311T
Android,HLTE500T,Hisense,HLTE500T
Android,HLTE501N,Hisense,HLTE501N
Android,HLTE510M,Hisense,HLTE510M
Android,HLTE510T,Hisense,H20
Android,HLTE700T,Hisense,700T
Android,HLTE730T,Hisense,A6L
Android,"HM 1AC",Xiaomi,"HM 1SC"
Android,"HM 1S",Xiaomi,"HM 1SC"
Android,"HM 1SC",Xiaomi,"HM 1SC"
Android,"HM 1SW",Xiaomi,"HM 1SC"
Android,"HM 2A",Xiaomi,"HM 2A"
Android,"HM NOTE 1LTE",Xiaomi,"HM NOTE 1LTETD"
Android,"HM NOTE 1LTETD",Xiaomi,"HM NOTE 1LTETD"
Android,"HM NOTE 1LTEW",Xiaomi,"HM NOTE 1LTETD"
Android,"HM NOTE 1S",Xiaomi,"HM NOTE 1S CT"
Android,"HM NOTE 1TD",Xiaomi,"HM NOTE 1TD"
Android,"HM NOTE 1W",Xiaomi,"HM NOTE 1W"
Android,HM-G152-FL,Haier,L11
Android,HM-G552-FL,Haier,G7
Android,HM-G553-FL,Haier,G51
Android,HM-G701-FL,Haier,G61
Android,HM-I557-FL,Haier,HM-I557-FL
Android,HM-N501-FL,Haier,HM-N501-FL
Android,HM-N700-FL,Haier,"Leisure L7"
Android,HM-V6,Haier,"Voyage V6"
Android,HMA-AL00,Huawei,"Mate 20"
Android,HMA-L09,Huawei,"Mate 20"
Android,HMA-L29,Huawei,"Mate 20"
Android,HMA-TL00,Huawei,"Mate 20"
Android,HMB2213PW22TS,Telus,HMB2213PW22TS
Android,HMB2213PW22WA,Sasktel,HMB2213PW22WA
Android,HMP8100_ATV_93,Philips,HMP8100/93
Android,HMP8100_ATV_INT,Philips,HMP8100/98
Android,HMR5012,"HMR NETWORKS","(PTY) LTD"
Android,HMR5450,Hi-online,HMR5450
Android,HMX03A,Panasonic,"HomeX HMX03A"
Android,HNR550T,Hisense,HNR550T
Android,HNR551T,Hisense,F50+
Android,"HOFFMANN X-Prime",Hoffmann,X_Prime
Android,Hol-T00,Huawei,Hol-T00
Android,Hol-U10,Huawei,Hol-U10
Android,Hol-U19,Huawei,Hol-U19
Android,Hola,Figi,Hola
Android,HomeSurf742_AT7003,Haier,HomeSurf742_AT7003
Android,"Honey Y1",Camfone,"Honey Y1"
Android,"Honey Y2s",Camfone,Honey_Y2s
Android,"HONOR H30-L01",Huawei,H30-L01
Android,"HONOR H30-L01M",Huawei,H30-L01M
Android,"HONOR H30-L02",Huawei,H30-L02
Android,"Honor T1 8.0",Huawei,t1_8p0lte
Android,"Hope10 Pro",X-TIGI,Hope10_Pro
Android,"Hope7 LTE",X-TIGI,Hope7_LTE
Android,"Hope7 Max",X-TIGI,Hope7_Max
Android,Hope7_Mate,X-TIGI,Hope7_Mate
Android,Hope8_LTE,X-TIGI,Hope8_LTE
Android,HORIZON,"Echo Mobiles",HORIZON
Android,"Horizon +",Inco,"Horizon +"
Android,"HORIZON LITE PLUS",Modecom,"Horizon Lite Plus"
Android,HORIZON_M,"Echo Mobiles","MODELABS MOBILES"
Android,Horizon_S,Inco,Horizon_S
Android,"Hot 1",Qsmart,"Hot 1"
Android,"Hot 5",Qsmart,"Hot 5"
Android,"HOT 6",Hotwav,"HOT 6"
Android,Hotah,Mobiwire,Hotah
Android,HotahOTG,MobiIoT,Hotah
Android,Houston,Cellon,Houston
Android,"HP 10",HP,10
Android,"HP 10 Plus",HP,"10 Plus"
Android,"HP 7",HP,"7 Tablet"
Android,"HP 7 G2",HP,"7 G2"
Android,"HP 7 Plus",HP,"7 Plus"
Android,"HP 7 Plus G2",HP,"7 Plus G2"
Android,"HP 7 VoiceTab",HP,"7 Voice Tab"
Android,"HP 7.1",HP,7.1
Android,"HP 8",HP,8
Android,"HP 8 G2",HP,"8 G2"
Android,"HP BRIDGE",HP,BRIDGE
Android,"HP Chromebook 11 G5",HP,"Chromebook 11 G5 / 11-vxxx"
Android,"HP Chromebook 11 G5 / HP Chromebook 11-vxxx",HP,"Chromebook 11 G5 / 11-vxxx"
Android,"HP Chromebook 13 G1",HP,"Chromebook 13 G1"
Android,"HP Chromebook x2",HP,"Chromebook x2"
Android,"HP Chromebook x360 11 G1 EE",HP,"Chromebook x360 11 G1 EE"
Android,"HP Pro 8 Tablet with Voice",HP,"Pro 8 Tablet with Voice"
Android,"HP Pro Slate 10 EE G1",HP,"Pro Slate 10 EE G1"
Android,"HP Pro Slate 12",HP,"Pro Slate 12"
Android,"HP Pro Slate 8",HP,"Pro Slate 8"
Android,"HP Slate 10 HD",HP,"Bonsai 10 HD"
Android,"HP Slate 10 Plus",HP,"Slate 10 Plus"
Android,"HP Slate 17",HP,"Slate 17"
Android,"HP Slate 6 Voice Tab",HP,"Slate 6 Voice Tab"
Android,"HP Slate 6 Voice Tab II",HP,"Slate 6 Voice Tab II"
Android,"HP Slate 6 VoiceTab Plus",HP,"Slate 6 VoiceTab Plus"
Android,"HP Slate 7",HP,"Slate 7"
